Sample Name,CJ001,CJ002,CJ003,CJ004,CJ005,CJ006,CJ007,CJ008,CJ009,CJ010,CJ011,CJ012,CJ013,CJ014,CJ015,CJ016,CJ017,CJ018
Treatment,Ca,Ca,Ca,Ca,Ca,Ca,Ca,Ca,Ca,None,None,None,None,None,None,None,None,None
Elevation,High,High,High,Low,Low,Low,Spruce Fir,Spruce Fir,Spruce Fir,High,High,High,Low,Low,Low,Spruce Fir,Spruce Fir,Spruce Fir
Depth,Mineral,Oa/A,Oi/Oe,Mineral,Oa/A,Oi/Oe,Mineral,Oa/A,Oi/Oe,Mineral,Oa/A,Oi/Oe,Mineral,Oa/A,Oi/Oe,Mineral,Oa/A,Oi/Oe
Gene1,4.600105189,0.303621629,0,0,0,0,0,0.238151317,0,0.580881561,0.526705413,0.311570449,0.322458163,0.214162617,0,0,0.949024299,0
Gene2,48.761115,42.50702808,63.30771975,41.06118527,56.20174099,66.68085107,47.21577667,42.62908575,73.14310326,47.43866084,62.67794413,47.0471378,41.9195612,60.3938579,72.70401099,60.36969637,63.58462801,72.15979978
Gene3,1.840042076,2.428973033,3.973287851,1.094964941,2.906986603,3.76994211,1.422161948,0.714453951,0.815722341,2.129899058,7.637228487,2.804134041,0.644916326,1.92746355,1.219865956,0,2.087853457,0.813832328
Gene4,5.520126227,3.036216292,7.416803988,4.927342233,5.813973206,10.3673408,2.275459117,2.381513171,13.05155746,3.485289368,8.427286606,6.54297943,1.612290815,6.4248785,6.831249355,2.125693534,1.518438878,7.86704584
Gene5,81.26852501,98.06978622,101.4512831,99.91555083,85.27160703,104.1446508,63.42842287,87.877836,124.8055182,84.61508077,85.06292418,93.15956426,92.38426372,90.59078685,93.68570544,88.42885102,91.86555211,93.59071775
Gene6,657.815042,840.4246695,926.8356126,670.6660261,764.7797255,876.5115406,707.6677852,827.0995241,904.6360764,670.530949,772.413488,830.9583876,702.1526501,736.2910761,819.5059494,694.2515082,815.4016774,800.5397336
Gene7,0,0,0.264885857,0,0,0,0,0.238151317,0,0,0,0,0,0,0.243973191,0,0,0
Gene8,11.04025245,13.96659494,9.800776698,11.77087311,8.236462042,9.189233894,10.23956602,7.858993463,8.157223412,3.872543742,4.476996009,6.54297943,10.15743214,7.06736635,6.587276164,5.739372542,8.541218688,3.797884199
Gene9,70.84161991,102.6241107,140.9192758,69.25653249,82.36462042,89.7717465,83.90755492,85.73447414,114.4730352,92.94104982,87.43309854,101.2603959,78.84102087,88.44916069,98.80914246,87.79114296,82.56511398,94.67582753
Gene10,0,0.910864887,0.79465757,0.821223705,0,2.356213819,1.422161948,0.476302634,0,0.387254374,0.526705413,2.180993143,0.483687245,2.141626167,0.487946382,0.425138707,1.328634018,0
Gene11,198.4178705,174.8860584,171.910921,178.4792853,177.3261828,198.1575822,171.2282985,184.3291194,167.2230799,158.3870391,177.4997241,158.900929,152.0390239,186.5356391,149.0676199,122.4399476,174.4306661,206.1708565
Gene12,22.69385227,17.00281123,7.416803988,13.13957929,8.720959809,6.833020075,20.47913205,13.81277639,8.157223412,20.13722746,17.11792592,12.15124751,9.834973974,7.281528967,2.683705104,9.99075961,5.883950651,8.680878168
Gene13,1066.91773,911.7757524,823.0003568,1025.434667,968.2687877,856.0124804,924.6896985,900.6882811,800.4955241,1053.912779,869.8539894,898.569175,955.4435372,889.2031844,862.4452311,908.3088471,872.5329402,807.3216697
Gene14,521.0385811,481.2402822,516.5274206,452.7680029,459.3038833,505.4078641,450.5409051,459.6320419,544.0868016,469.9331831,471.9280499,458.0085601,458.2130497,476.5118221,577.2405705,443.2071019,511.524097,551.5070411
Gene15,0.613347359,2.732594662,2.913744424,0.821223705,1.453493302,4.712427638,2.559891506,2.619664488,4.350519153,0,3.68693789,3.738845388,1.612290815,0,5.123437016,2.125693534,2.277658317,3.526606756
Gene16,2.146715755,6.376054212,11.6549777,5.201083468,3.633733254,15.31538982,6.82637735,7.620842146,18.76161385,6.776951549,9.744050138,8.723972573,3.547039794,7.06736635,17.32209658,5.101664482,3.985902054,9.494710497
Gene17,46.61439925,29.45129803,25.95881396,57.48565938,50.63001667,24.7402451,35.5540487,43.10538839,22.29641066,64.47785331,35.81596808,43.93143331,30.63352549,33.19520558,25.37321189,56.1183093,36.82214279,27.12774428
Gene18,32.50741,23.07524382,19.6015534,21.35181634,28.34311938,29.21705135,24.17675311,31.91227649,17.94589151,21.49261777,23.96509629,22.74464278,15.96167907,27.19865232,14.63839147,17.00554827,22.96638803,18.98942099
Gene19,0,0.910864887,1.059543427,0,0.726746651,0,0,0.952605268,1.087629788,1.161763123,1.580116239,0.934711347,0.967374489,1.2849757,0.731919574,0.850277414,0.759219439,1.085109771
Gene20,0,0,0.264885857,2.737412351,0,0,2.275459117,0.952605268,0,5.227934052,1.843468945,2.492563592,0,0,0.243973191,4.676525775,0,0.271277443
Gene21,59.1880201,71.35108285,84.23370243,46.53600998,81.63787377,109.5639426,77.65004235,85.02002019,97.0709586,58.47541051,74.79216863,67.61078744,75.45521016,92.30408779,93.44173225,54.63032383,56.5618482,93.31944031
Gene22,0,0,0,0,0,0,0,0.238151317,0,0,0.263352706,0,0,0,0,0,0,0
Gene23,760.5507246,533.4632024,450.8357281,683.5318642,589.3915338,472.6564921,683.7754645,622.0512402,478.0132919,820.592019,593.3336476,624.6987503,661.3616925,553.8245267,536.4970476,697.2274792,662.0393507,514.070754
Gene24,244.4189224,206.4627078,229.1262661,191.0713821,153.8280411,182.3709496,176.9169463,195.9985339,199.8519736,214.5389233,219.8995099,226.5117165,192.1850652,182.8948746,182.9798934,150.7116716,162.8525696,147.5749289
Gene25,0,0,0.264885857,0.273741235,0,0,0,0,0,0,0,0,0.161229082,0,0,0.212569353,0,0
Gene26,251.1657433,224.9836272,246.3438467,225.2890365,227.2294528,202.8700098,203.0847262,215.2887906,214.8068832,177.1688762,171.9693173,201.897651,200.4077483,193.6030055,206.1573466,157.7264602,170.8243738,198.5750881
Gene27,764.8441561,453.0034707,220.1201469,428.6787742,360.7085877,168.469288,789.8687458,675.6352865,277.8894109,769.6680688,418.4674505,428.7209379,364.5389533,370.2871642,204.6935075,531.6359529,564.6694577,323.0914343
Gene28,339.1810893,367.9894145,433.3532616,347.3776274,355.86361,388.7752801,372.3219979,355.3217651,416.8341163,337.4921871,420.5742722,357.0597346,338.9035294,349.9417156,399.8720605,304.1867447,332.1585045,355.37345
Gene29,97.21555633,76.81627218,86.35278929,143.166666,94.23481572,66.44522969,78.50333952,85.97262546,67.16113942,89.26213326,74.26546322,80.6967463,135.2711994,105.58217,86.61048289,97.14419451,85.22238202,63.20764416
Gene30,2.760063113,6.376054212,13.77406455,2.737412351,9.205457577,13.19479739,3.697621064,2.143361854,9.788668094,2.323526245,6.320464954,5.296697634,4.19195612,5.568228034,10.00290084,2.975970948,4.934926353,6.510658626
Gene31,156.0969027,146.9528685,129.2642981,150.0101969,143.1690902,123.9368469,151.6024636,165.0388627,126.4369629,164.3894819,160.6451509,157.0315063,157.1983545,145.844742,127.1100326,165.1663876,168.5467154,148.3887612
Gene32,179.7107761,167.9027609,163.6994594,222.2778829,192.8301113,151.7401699,199.9559699,180.0423957,152.8119852,184.5267093,179.0798404,164.5091971,220.0776963,192.9605176,184.1997594,197.4769293,177.8471536,181.2133318
Gene33,34.34745208,36.73821713,18.27712411,21.89929881,30.52335933,22.61965266,35.5540487,32.86488175,18.21779895,23.23526245,19.75145298,24.92563592,29.82738008,31.91022988,18.54196253,25.93346112,26.95229008,34.18095779
Gene34,329.6742052,335.1982786,352.8279611,302.7578061,328.9739839,362.150064,272.4862292,328.6488175,343.6910131,286.9554913,315.2331896,331.5109578,303.5943605,330.0245923,300.0870252,229.3623323,255.2875363,315.4956659
Gene35,1.226694717,4.857946066,6.622146418,0,7.509715391,4.241184874,6.82637735,8.573447414,5.710056388,2.71078062,0,5.608268083,1.451061734,9.423155134,4.147544251,5.739372542,4.555316633,8.138323283
Gene36,33.12075736,36.13097387,77.61155602,43.25111515,47.2385323,54.89978198,38.68280498,56.68001346,61.99489793,38.14455586,45.0333128,57.32896262,48.36872446,42.4041981,59.04151228,38.47505297,39.47941082,40.42033897
Gene37,0.306673679,1.821729775,1.854200997,1.094964941,1.211244418,1.413728291,0,0,1.903352129,0.387254374,0.790058119,2.492563592,0.806145408,1.713300933,3.90357106,0,0,0.813832328
Gene38,339.1810893,367.9894145,433.3532616,347.3776274,355.86361,388.7752801,372.3219979,355.3217651,416.8341163,337.4921871,420.5742722,357.0597346,338.9035294,349.9417156,399.8720605,304.1867447,332.1585045,355.37345
Gene39,0,0.303621629,0,0.273741235,0.242248884,0.235621382,0.28443239,0,0,0,0,0,0.161229082,0.428325233,0,0,0,0.271277443
Gene40,27.60063113,32.79113595,42.64662293,30.65901834,32.70359929,53.48605369,33.84745436,35.24639492,38.61085748,25.36516151,43.18984386,36.45374254,34.0193362,35.33683175,41.47544251,28.90943206,41.18765456,49.91504947
Gene41,14.41366293,11.84124354,25.42904224,19.70936893,8.963208693,17.20036088,6.25751257,15.71798693,19.03352129,7.164205923,8.1639339,19.00579739,19.83117703,19.91712335,19.02990892,12.7541612,11.38829158,13.56387214
Gene42,151.8034712,202.8192483,215.8819732,174.9206493,159.1575165,191.0889407,163.8330564,138.8422178,204.4744002,146.7694078,175.1295498,163.5744857,146.5572351,163.6202391,175.1727513,126.903904,155.639985,168.463292
Gene43,1.226694717,0,0,0,0,0.706864146,0.568864779,0,1.359537235,0.193627187,0.526705413,0,0,0,0.975892765,1.062846767,0,0.542554886
Gene44,11.04025245,19.12816264,12.44963527,13.13957929,12.83919083,17.90722502,11.66172797,16.43244088,17.13016916,7.551460298,15.80116239,15.8900929,13.38201377,13.70640747,12.93057914,9.778190257,20.30911999,14.37770447
Gene45,340.7144577,331.554819,300.1156757,343.2715089,355.6213611,321.3875649,364.0734586,343.4141992,294.2038577,355.1122612,343.9386346,348.9589029,312.1395019,347.3717642,294.4756418,348.8263089,341.4589426,319.0222727
Gene46,0.306673679,0,0.264885857,0,0,0,0.568864779,0.476302634,0.815722341,0,0,0.623140898,0.483687245,0,0,0,0,0
Gene47,76.9750935,91.99735363,104.6299134,79.93244066,93.0235713,80.58251261,85.89858165,69.54018458,86.73847561,74.35283985,81.37598629,89.10914842,86.25755862,82.45260742,83.19485822,72.69871887,61.49677455,61.03742462
Gene48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487946382,0,0,0
Gene49,875.860028,827.6725611,777.4399894,829.7096837,787.3088717,864.9660929,772.8028025,823.0509518,867.1128487,832.7905318,811.9163939,856.8187349,781.4773582,747.8558574,782.6659975,814.5657623,793.1945088,822.7844839
Gene50,875.860028,827.6725611,777.4399894,829.7096837,787.3088717,864.9660929,772.8028025,823.0509518,867.1128487,832.7905318,811.9163939,856.8187349,781.4773582,747.8558574,782.6659975,814.5657623,793.1945088,822.7844839
Gene51,875.860028,827.6725611,777.4399894,829.7096837,787.3088717,864.9660929,772.8028025,823.0509518,867.1128487,832.7905318,811.9163939,856.8187349,781.4773582,747.8558574,782.6659975,814.5657623,793.1945088,822.7844839
Gene52,533.9188756,579.3100684,592.8145473,553.7785187,583.0930628,552.2965191,626.8889866,587.0429966,559.585526,612.4427928,579.3759542,610.9896506,575.7490502,566.4601211,597.9782918,628.9927167,616.2963795,612.0019109
Gene53,0.920021038,0.303621629,1.059543427,0.54748247,0,0.706864146,1.422161948,0.952605268,0.543814894,0.193627187,0,1.557852245,1.289832652,1.92746355,0.243973191,0.212569353,0.379609719,0
Gene54,61.02806218,110.518273,172.9704644,66.51912014,87.20959809,153.8607624,73.95242129,98.59464526,138.4008906,78.99989234,113.2416638,112.1653617,83.8391224,98.30064105,151.751325,84.3900333,92.24516183,94.40455008
Gene55,61.94808321,101.1060025,150.4551666,83.76481796,101.98678,147.0277423,64.56615243,100.7380071,136.4975384,67.5758883,106.3944934,116.8389184,94.3190127,92.5182504,154.6790033,82.90204783,95.85145416,110.1386418
Gene56,0,0.607243258,0.529771713,0,0.726746651,0.471242764,0.28443239,0,0,0,0.526705413,0.311570449,0.322458163,0,0,0.850277414,0,0.542554886
Gene57,91.6954301,117.1979489,154.4284545,81.0274056,111.1922376,149.6195775,101.2579307,104.0721256,112.5696831,80.74253703,108.2379623,106.868664,77.22873005,129.3542205,106.8602578,75.46212046,84.65296744,120.4471846
Gene58,2.760063113,0.303621629,0.79465757,1.916188646,0.484497767,0.706864146,1.137729558,0.952605268,1.087629788,0,0.263352706,0,1.128603571,0,0.487946382,0.212569353,0.569414579,1.356387214
Gene59,13.80031557,20.03902752,29.40233009,18.34066275,21.56015064,22.1484099,11.09286319,18.57580273,23.38404045,13.36027591,18.43468945,19.62893829,15.47799183,18.84631027,27.8129438,17.43068698,17.08243738,20.61708565
Gene60,0,0,0,0,0,0.471242764,0,0,0,0,0,0,0,0,0.243973191,0,0,0
Gene61,103.9623773,92.90821852,102.2459407,115.7925425,101.7445311,102.9665439,127.4257105,131.2213757,101.4214778,139.0243203,104.2876717,122.4471865,116.0849387,112.2212111,115.3993195,140.0832039,131.1551581,115.5641906
Gene62,0,1.214486517,0.264885857,0,0,0.235621382,0.568864779,0,0,0,0,0,0,0.214162617,0.487946382,0,0.379609719,0
Gene63,0.306673679,0.303621629,0.264885857,0,0,0.706864146,0,0,0.271907447,0.193627187,0,0.623140898,0,0,0,0,0,0
Gene64,17.7870734,10.62675702,15.36337969,11.49713188,16.95742185,10.13171942,9.955133635,11.66941454,16.04253938,19.5563459,13.16763532,17.1363747,14.18815918,14.56305793,9.75892765,16.15527086,11.38829158,14.64898191
Gene65,70.84161991,102.6241107,140.9192758,69.25653249,82.36462042,89.7717465,83.90755492,85.73447414,114.4730352,92.94104982,87.43309854,101.2603959,78.84102087,88.44916069,98.80914246,87.79114296,82.56511398,94.67582753
Gene66,10.73357877,8.805027245,18.27712411,5.748565938,4.360479905,7.068641457,5.119783012,4.04857239,8.701038306,5.421561239,6.320464954,9.035543022,2.09597806,4.069089717,5.123437016,1.487985474,1.898048597,4.88299397
Gene67,110.4025245,121.7522733,122.1123799,95.8094323,116.2794641,114.2763702,92.724959,105.5010335,101.1495703,85.58321671,100.6007339,96.5868392,105.7662775,91.66159994,105.1524454,100.3327348,109.8970138,102.8141508
Gene68,76.36174614,85.01405616,102.2459407,80.47992313,85.51385591,94.24855275,70.53923261,77.16102673,101.1495703,62.54158144,88.74986207,81.9430281,86.25755862,76.67021677,85.63459013,69.29760921,66.24189604,75.95768397
Gene69,0,0,1.854200997,0,1.937991069,5.890534547,3.697621064,3.572269756,7.885315965,2.323526245,3.160232477,3.11570449,0,0,2.195758721,1.913124181,3.226682615,1.085109771
Gene70,82.18854604,63.76054212,41.85196536,94.9882086,69.28318071,48.30238329,83.62312253,72.6361517,53.83767452,93.71555856,54.77736294,61.37937846,90.93320199,74.5285906,74.65579652,93.31794615,79.14862651,69.71830279
Gene71,461.2372136,596.3128797,762.3414956,457.6953452,494.9144692,751.6322082,468.1757132,511.549029,722.1861794,413.0067901,575.1623109,588.2450078,401.6216421,497.7139211,616.0323079,343.2995058,444.5229815,554.2198156
Gene72,0,0.607243258,0.529771713,0,0.484497767,0,0,0.476302634,0,0,0.263352706,0,0,0,0,0.212569353,0,0
Gene73,386.4088359,340.0562247,313.3599685,352.8524521,348.1116457,321.8588077,327.6661128,338.8893242,340.1562163,375.2494886,360.0031497,329.3299646,336.8075513,345.2301381,303.9905963,320.9797236,294.7669472,316.3094983
Gene74,127.5762506,176.4041665,211.1140278,133.0382403,157.2195255,162.5787535,112.0663615,155.2746587,167.4949874,121.9851279,141.1570506,147.3728224,151.3941076,143.7031158,175.1727513,130.7301523,134.3818407,132.1121146
Gene75,30.97404161,52.22292021,77.87644187,44.61982133,39.72881691,60.31907376,34.70075153,39.53311863,67.43304687,42.0170996,56.88418459,47.98184915,35.30916886,40.26257193,47.3307991,34.43623525,29.04014354,47.47355248
Gene76,178.4840813,156.9723823,117.8742062,132.764499,151.4055522,151.5045486,155.5845171,157.4180206,151.452448,167.8747712,122.9857139,139.5835612,158.8106453,186.9639644,127.597979,133.2809846,144.4414983,164.1228529
Gene77,0,3.339837921,2.119086854,0,0,2.591835201,1.137729558,0,5.438148941,0,0,0,0,1.92746355,4.879463825,0.63770806,0,0
Gene78,80.04183029,91.99735363,129.5291839,88.69216019,93.26582018,127.4711676,67.12604394,96.68943473,110.1225161,77.64450203,98.2305595,96.89840965,90.61074382,75.8135663,113.4475339,81.201493,74.78311473,92.23433054
Gene79,425.0497195,398.3515775,390.4417528,406.7794754,378.6350051,363.3281709,353.8338926,334.3644492,357.5582929,401.9700405,378.1744864,402.8605906,388.5620865,342.6601867,326.4361299,323.7431252,307.104263,337.4691388
Gene80,115.0026297,160.0085986,285.2820677,143.4404072,189.1963781,224.3115556,154.1623551,174.0886128,218.8854949,117.7253298,182.7667783,215.9183212,148.1695259,196.6012821,271.2981887,193.650681,168.3569106,183.3835513
Gene81,95.37551425,98.37340785,141.4490475,91.42957254,111.6767353,105.0871363,100.6890659,108.3588493,99.79003307,98.55623824,106.9211988,96.27526875,102.2192377,109.8654224,113.6915071,90.55454455,93.19418613,97.38860195
Gene82,0.613347359,0,0.79465757,0,0,0.235621382,0.853297169,0.238151317,0,0.193627187,0,0,0.322458163,0.214162617,0.975892765,0,0,0.813832328
Gene83,8.58686302,6.983297471,5.032831278,6.569789644,8.720959809,5.654913165,6.25751257,5.953782927,4.6224266,9.100477794,5.530406835,4.985127185,6.449163261,5.78239065,4.391517442,7.014788662,4.365511774,5.154271413
Gene84,692.7758415,677.3798546,730.8200787,604.146906,618.2191509,633.8215173,638.2662822,621.8130888,678.6809879,590.7565479,608.3447519,654.297943,561.3996619,596.2287248,656.2878845,539.2884496,498.6173665,589.2146057
Gene85,15.64035764,11.84124354,12.97940698,15.32950917,16.2306752,21.67716713,16.21264621,25.95849356,19.57733619,14.52203903,14.74775156,19.31736784,14.18815918,22.70123737,13.66249871,14.66728539,23.53580261,16.27664657
Gene86,15.64035764,11.84124354,12.97940698,15.32950917,16.2306752,21.67716713,16.21264621,25.95849356,19.57733619,14.52203903,14.74775156,19.31736784,14.18815918,22.70123737,13.66249871,14.66728539,23.53580261,16.27664657
Gene87,14.72033661,7.590540729,1.58931514,9.58094323,7.267466508,0,10.52399841,5.239328975,1.087629788,14.71566622,5.530406835,3.738845388,0,3.21243925,1.463839147,11.47874508,2.847072896,0.813832328
Gene88,37.72086255,19.7354059,19.07178168,29.01657093,19.62215957,20.02781746,24.4611855,18.0995001,17.13016916,36.59553836,23.17503817,25.23720637,21.44346784,18.41798503,24.64129232,31.88540301,23.72560747,18.17558867
Gene89,58.26799906,75.29816403,104.1001417,61.86551914,65.16494969,89.7717465,56.60204552,59.29967795,100.0619405,51.31120459,80.58592817,80.38517585,71.90817036,64.248785,101.0049012,58.45657219,74.02389529,91.69177565
Gene90,3.373410472,4.250702808,3.708401994,3.284894822,2.422488836,4.241184874,0.853297169,0.952605268,4.350519153,3.098034994,3.160232477,4.361986287,3.224581631,2.5699514,2.927678295,1.487985474,0.759219439,0.813832328
Gene91,0,0.303621629,0.264885857,0,0,0,0,0.476302634,0,0,0.263352706,0,0,0,0.243973191,0,0.379609719,0
Gene92,0,0,0,0.273741235,0,0,0,0,0,0,0,0,0.161229082,0,0,0,0,0.271277443
Gene93,637.8812529,694.0790442,766.0498976,662.7275303,667.1534254,701.4448539,639.9728765,686.5902471,727.3524209,648.844704,706.3119587,673.9268813,666.0373358,636.919622,706.0584155,627.92987,628.0642808,668.1563415
Gene94,1.226694717,0.910864887,1.059543427,1.094964941,0.484497767,0.706864146,0.853297169,0.714453951,0,0.580881561,0.790058119,0.934711347,0.644916326,0.856650467,0.731919574,0.850277414,0.379609719,0.542554886
Gene95,114.3892824,125.3957328,160.5208292,121.5411084,122.820184,160.4581611,132.5454935,126.934652,139.4885203,121.9851279,137.2067601,131.4827295,131.0792433,123.3576672,141.7484241,112.6617573,146.149742,135.9099988
Gene96,0,0,0.529771713,0,0,0.706864146,0,0,0,0,0,0.934711347,0,0,0.243973191,0,0.18980486,0.271277443
Gene97,0,0,0.79465757,0,0,0.942485528,0,0,1.359537235,0,0.526705413,0,0,0,0.487946382,0,0,0
Gene98,186.7642707,156.365139,143.8330202,289.891968,209.7875332,143.729043,154.1623551,165.991468,138.9447054,185.1075909,138.2601709,158.900929,277.3140202,211.5926653,176.6365905,192.1626955,163.4219842,133.1972244
Gene99,15.94703132,20.94989241,27.5481291,18.88814523,14.05043525,15.07976844,11.66172797,15.71798693,18.76161385,13.94115747,15.80116239,14.95538155,19.02503162,17.56133457,21.71361402,11.26617573,12.14751102,16.00536912
Gene100,851.939481,863.8035349,888.6920493,833.2683198,839.3923817,891.8269304,795.5573936,849.9620506,876.0857944,872.6777323,827.7175563,870.8394051,848.8711143,863.0753452,879.0354081,803.2995865,819.5773843,839.6036854
Gene101,6.133473585,10.62675702,21.98552611,9.03346076,7.025217624,10.60296218,10.23956602,13.09832244,17.94589151,6.776951549,9.744050138,12.46281796,8.545141321,6.853203734,13.66249871,6.164511249,5.124731213,6.239381184
Gene102,16.253705,17.61005449,22.51529782,20.2568514,14.7771819,22.38403128,19.34140249,15.71798693,18.4897064,16.4583109,20.5415111,19.62893829,19.99240611,19.2746355,30.00870252,13.39186926,19.36009569,20.07453076
Gene103,7.973515661,2.732594662,0.79465757,4.106118527,3.633733254,0.706864146,3.128756285,3.334118439,0,6.196069988,2.633527064,1.246281796,2.257207141,1.713300933,1.463839147,7.227358016,1.138829158,0
Gene104,633.5878214,631.8366103,693.206287,610.7166956,635.4188217,637.355838,641.1106061,639.6744376,600.6435505,644.0040243,657.0650026,663.9566269,549.4687099,595.3720744,583.5838735,644.0851408,644.1976939,611.7306334
Gene105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63770806,0,0
Gene106,1748.653319,1710.604259,1673.283957,1619.726888,1665.461075,1608.115931,1665.067209,1706.354187,1682.563282,1816.029388,1725.22358,1646.338253,1705.964912,1674.109175,1784.907867,1712.246142,1813.77524,1790.7024
Gene107,116.5359981,143.0057873,187.2743007,130.5745692,146.3183257,141.6084505,111.7819291,129.3161652,157.1625044,120.6297376,131.1496478,130.5480181,116.8910841,122.929342,148.5796735,129.6673056,121.6649151,123.9737913
Gene108,23.00052595,20.94989241,21.72064025,22.72052252,17.92641739,19.08533193,29.01210374,20.24286195,19.30542874,24.39702558,25.28185982,23.36778368,27.89263111,25.699514,16.34620381,25.0831837,13.6659499,16.27664657
Gene109,23.00052595,20.94989241,21.72064025,22.72052252,17.92641739,19.08533193,29.01210374,20.24286195,19.30542874,24.39702558,25.28185982,23.36778368,27.89263111,25.699514,16.34620381,25.0831837,13.6659499,16.27664657
Gene110,1.533368396,0,2.648858567,0,0.726746651,0.706864146,1.137729558,0.476302634,1.087629788,1.549017497,1.053410826,1.246281796,0.322458163,1.499138317,0.731919574,0.850277414,0.379609719,0.813832328
Gene111,0,0,0,0,0,0,0,0,0,0,0,1.557852245,0,0,0,0,0,0
Gene112,11.65359981,18.21729775,23.57484125,9.58094323,10.90119976,24.97586648,12.79945753,19.29025668,21.75259576,14.13478466,17.90798404,17.7595156,12.2534102,20.13128597,18.05401615,18.28096439,14.04555962,18.71814355
Gene113,383.3420991,396.226226,359.9798793,389.8075189,411.0963555,337.6454402,417.8311803,387.9484955,356.4706631,427.335202,375.2776067,373.2613979,411.6178452,389.990125,376.6946073,435.5546051,386.0630847,381.1448071
Gene114,10.12023142,6.072432583,3.708401994,6.569789644,3.633733254,1.884971055,10.8084308,10.00235532,3.534796812,7.551460298,3.68693789,6.854549879,5.965476017,4.283252333,2.927678295,3.401109655,5.883950651,4.88299397
Gene115,309.4337424,376.1871985,402.8913881,350.9362635,364.3423209,356.4951508,339.0434084,343.6523505,363.8121642,401.5827861,375.2776067,374.1961093,352.7692304,353.7966427,362.0562158,356.053667,355.5045023,331.5010351
Gene116,10.4269051,18.82454101,32.31607452,8.212237054,18.41091515,27.56770168,9.101836466,9.764203999,3.534796812,17.42644684,25.28185982,17.44794515,7.255308669,13.70640747,16.590177,5.951941895,2.467463176,4.611716527
Gene117,10.4269051,18.82454101,32.31607452,8.212237054,18.41091515,27.56770168,9.101836466,9.764203999,3.534796812,17.42644684,25.28185982,17.44794515,7.255308669,13.70640747,16.590177,5.951941895,2.467463176,4.611716527
Gene118,0.306673679,1.214486517,1.059543427,1.642447411,0,0.235621382,1.137729558,0.952605268,0.271907447,0,0.526705413,0,0.322458163,0.64248785,1.219865956,0.425138707,0,0.542554886
Gene119,366.1683731,397.1370909,413.2219365,364.6233252,407.94712,397.4932712,363.2201615,391.5207652,432.3328408,400.421023,408.196695,418.1275426,382.5966105,361.7206596,395.2365698,362.0056089,379.9893292,405.017222
Gene120,524.7186652,542.2682297,611.3565573,489.4493284,534.4010372,600.5989024,498.3255465,538.2219766,627.5623878,571.7810836,616.7720385,573.2896262,504.163338,559.82108,615.7883347,508.6784627,536.1987287,578.9060629
Gene121,0,0,0,0.273741235,0,0.235621382,0,0,0,0,0,0,0,0,0,0,0,0
Gene122,0,0.303621629,0,0.821223705,0,1.413728291,0.568864779,0,0.543814894,0,0.263352706,0,0.161229082,0.214162617,0.243973191,0,0.379609719,0.813832328
Gene123,189.2176601,189.4598966,140.3895041,229.6688963,222.1422263,143.9646643,219.01294,211.9546722,182.1779895,197.1124765,197.2511771,171.363747,252.0010544,191.8897045,154.1910569,254.445516,221.5022713,189.8942099
Gene124,8.58686302,2.428973033,1.324429284,5.748565938,1.211244418,1.413728291,6.54194496,3.334118439,1.087629788,9.487732169,3.950290597,2.180993143,5.643017854,4.925740183,1.219865956,1.27541612,0.949024299,4.069161641
Gene125,0,0.607243258,0,0.54748247,0.726746651,1.178106909,0.568864779,0.952605268,0.543814894,0,1.053410826,0,0.322458163,0.856650467,0,0,0,0.271277443
Gene126,552.3192964,487.6163364,477.5891997,438.8071999,462.2108699,454.0424029,468.1757132,481.5419631,421.7284504,475.9356259,452.176597,432.4597833,438.3818727,447.3857062,364.7399209,348.1886009,401.816888,419.3949265
Gene127,552.3192964,487.6163364,477.5891997,438.8071999,462.2108699,454.0424029,468.1757132,481.5419631,421.7284504,475.9356259,452.176597,432.4597833,438.3818727,447.3857062,364.7399209,348.1886009,401.816888,419.3949265
Gene128,0.920021038,0.910864887,1.324429284,0.54748247,0.726746651,2.120592437,0.568864779,0,2.175259576,0,1.580116239,0.934711347,0,0.64248785,0.731919574,1.487985474,0.949024299,1.356387214
Gene129,26.37393642,28.84405477,12.18474941,30.65901834,24.95163501,20.73468161,25.59891506,17.38504615,14.95490959,29.04407807,26.59862335,17.44794515,28.37631835,28.91195325,19.02990892,13.81700797,20.11931513,16.00536912
Gene130,899.1672276,834.6558585,878.6263867,816.5701044,834.547404,828.6804001,877.7583542,884.9702942,811.0999146,840.5356193,850.1025364,857.7534462,832.2645189,861.3620443,851.4664375,843.900333,835.9006022,867.2739845
Gene131,0.613347359,0,0,0.821223705,0,0.942485528,0,1.428907902,0,0.193627187,0,0.934711347,0.322458163,0,0,0,0,0
Gene132,100.8956405,80.45973173,78.14132773,75.00509843,90.35883358,91.18547479,93.29382378,98.59464526,89.45755008,71.06117767,61.3611806,57.95210352,72.23062853,91.01911209,69.28838631,65.04622214,84.27335772,86.2662268
Gene133,0,0.303621629,0,0,0,0,0,0.238151317,0,0,0,0,0,0,0,0,0,0
Gene134,15.94703132,13.66297331,14.83360798,12.86583805,15.98842632,16.49349673,7.110809739,15.95613824,14.68300214,11.81125841,12.1142245,9.970254369,10.64111938,14.77722055,13.9064719,10.20332896,11.19848672,13.2925947
Gene135,0.306673679,0,0,0,0,0,0,0.238151317,0,0,0,0,0,0,0,0.425138707,0,0
