Sample Name,CJ001,CJ002,CJ003,CJ004,CJ005,CJ006,CJ007,CJ008,CJ009,CJ010,CJ011,CJ012,CJ013,CJ014,CJ015,CJ016,CJ017,CJ018
Treatment,Ca,Ca,Ca,Ca,Ca,Ca,Ca,Ca,Ca,None,None,None,None,None,None,None,None,None
Elevation,High,High,High,Low,Low,Low,Spruce Fir,Spruce Fir,Spruce Fir,High,High,High,Low,Low,Low,Spruce Fir,Spruce Fir,Spruce Fir
Depth,Mineral,Oa/A,Oi/Oe,Mineral,Oa/A,Oi/Oe,Mineral,Oa/A,Oi/Oe,Mineral,Oa/A,Oi/Oe,Mineral,Oa/A,Oi/Oe,Mineral,Oa/A,Oi/Oe
Gene5189,7.360168303,4.857946066,4.503059564,7.117272114,10.65895088,6.126155929,8.248539297,5.715631609,6.797686176,5.615188426,4.476996009,4.361986287,8.061454077,12.63559438,7.319195737,5.314233835,4.934926353,6.239381184
Gene5190,0.306673679,1.214486517,3.443516137,1.916188646,0.968995534,1.649349673,0,0,1.631444682,0,1.580116239,2.180993143,0.806145408,0.214162617,1.219865956,0.850277414,0,2.441496985
Gene5191,0,0.303621629,0.264885857,0,0,0,0,0,0,0,0,0,0,0,0.243973191,0,0,0
Gene5192,1.226694717,2.732594662,1.324429284,0.821223705,1.211244418,2.356213819,1.991026727,1.667059219,0.543814894,1.936271871,1.316763532,0.934711347,3.063352549,3.21243925,1.219865956,0.850277414,1.898048597,3.255329313
Gene5193,0,1.214486517,2.913744424,0,1.937991069,1.178106909,1.422161948,1.667059219,1.903352129,0,2.370174358,2.492563592,1.289832652,1.499138317,0,0,1.898048597,2.712774428
Gene5194,1.840042076,2.428973033,6.887032274,0,1.453493302,2.827456583,1.991026727,1.905210536,4.350519153,1.161763123,2.106821651,4.050415837,0,2.784114017,3.659597869,0,0,1.898942099
Gene5195,11.65359981,4.857946066,3.443516137,10.1284257,11.62794641,4.476806256,10.23956602,18.0995001,4.350519153,16.65193809,4.476996009,4.361986287,9.028828566,10.92229345,4.635490634,14.66728539,8.731023547,12.20748492
Gene5196,10.4269051,8.197783987,12.71452112,9.03346076,8.236462042,11.78106909,5.119783012,10.71680927,14.41109469,6.970578736,11.85087179,13.70909976,9.996203055,10.49396822,16.10223062,5.739372542,9.110633267,14.10642702
Gene5197,176.0306919,212.5351404,222.2392338,200.6523254,208.8185377,218.8922638,196.2583488,207.9060998,210.1844566,195.1762046,196.9878244,209.3753418,200.5689774,217.1608933,245.9249768,211.719076,223.7799296,217.5645091
Gene5198,176.0306919,212.5351404,222.2392338,200.6523254,208.8185377,218.8922638,196.2583488,207.9060998,210.1844566,195.1762046,196.9878244,209.3753418,200.5689774,217.1608933,245.9249768,211.719076,223.7799296,217.5645091
Gene5199,719.4564516,769.3772083,768.963642,741.8387473,713.1807133,786.2685514,736.1110242,720.4077341,790.9787635,725.1338157,730.0137022,776.7451295,707.6344389,704.1666836,774.6148822,728.0500354,725.6239787,725.9384368
Gene5200,0.613347359,0.607243258,1.58931514,0.821223705,1.211244418,2.591835201,4.550918233,1.190756585,0.815722341,0.774508748,0.790058119,0.934711347,1.451061734,3.426601867,0.731919574,1.27541612,2.087853457,1.085109771
Gene5201,29.44067321,15.48470309,0,0,23.98263948,10.13171942,0,25.24403961,10.60439044,30.20584119,0,0,21.28223876,17.9896598,11.46673999,21.68207405,30.1789727,16.27664657
Gene5202,22.69385227,27.62956825,61.45351876,24.63671116,21.07565287,43.82557703,29.58096852,34.77009229,33.98843088,23.81614402,34.23585184,30.22233356,21.76592601,19.70296073,27.56897061,19.13124181,24.29502204,27.67029916
Gene5203,10.12023142,9.412270504,11.12520598,10.67590817,6.540719857,13.43041877,16.21264621,11.66941454,10.06057554,0,8.1639339,7.166120328,8.222683158,11.13645607,8.295088502,5.739372542,7.781999249,7.86704584
Gene5204,91.08208274,137.540598,141.4490475,97.45187971,100.2910378,143.4934216,86.75187882,116.2178427,138.4008906,85.58321671,111.3981948,128.367025,105.4438193,107.7237962,137.1129335,85.45288007,113.1236964,119.6333523
Gene5205,49.37446236,50.09756881,72.04895303,41.88240898,42.15130575,61.49718067,56.31761313,52.39328975,46.76808089,45.50238897,50.03701422,38.63473568,35.7928561,37.69262053,67.82454717,29.75970948,36.25272821,55.34059832
Gene5206,1528.154944,1601.300472,1599.645689,1505.029311,1513.086527,1589.501842,1609.31846,1584.182561,1576.791285,1539.917019,1536.663042,1472.170372,1488.789339,1575.166046,1513.853652,1403.595441,1396.963768,1512.914298
Gene5207,1528.154944,1601.300472,1599.645689,1505.029311,1513.086527,1589.501842,1609.31846,1584.182561,1576.791285,1539.917019,1536.663042,1472.170372,1488.789339,1575.166046,1513.853652,1403.595441,1396.963768,1512.914298
Gene5208,0,0,0.79465757,0,0.484497767,1.649349673,0,0,0.543814894,0,0.526705413,0,0,0.428325233,0.975892765,0,0,0.271277443
Gene5209,0.613347359,0,0,0,0,0,0,0,0,0,0.263352706,0,0,0,0,0,0,0
Gene5210,0,0.910864887,0,0.273741235,0,0,0,0,0,0.193627187,0.263352706,0,0.161229082,0.428325233,0.487946382,0,0,0
Gene5211,1.226694717,3.947081179,5.562602991,3.011153587,2.180239952,4.005563492,2.275459117,5.001177658,1.903352129,1.35539031,4.213643303,2.492563592,3.224581631,1.713300933,6.587276164,1.487985474,2.657268036,1.898942099
Gene5212,0,9.715892133,21.72064025,10.1284257,11.62794641,11.54544771,7.679674518,10.24050663,13.59537235,0,13.16763532,12.15124751,7.900224995,7.495691584,13.66249871,4.251387068,5.124731213,13.2925947
Gene5213,31.89406264,38.25632527,38.14356337,52.55831715,46.02728788,39.58439216,32.42529241,35.24639492,39.42657982,33.49750337,37.39608431,34.89589029,46.91766273,43.47501118,40.74352294,25.50832241,36.82214279,32.01073825
Gene5214,82.18854604,76.20902892,120.5230648,64.32919026,81.63787377,94.71979552,69.97036783,71.2072438,94.89569902,70.6739233,86.64304042,74.46533732,69.16727598,81.59595695,87.58637566,55.48060124,75.16272445,70.80341256
Gene5215,82.18854604,76.20902892,120.5230648,64.32919026,81.63787377,94.71979552,69.97036783,71.2072438,94.89569902,70.6739233,86.64304042,74.46533732,69.16727598,81.59595695,87.58637566,55.48060124,75.16272445,70.80341256
Gene5216,0,1.214486517,0,0,0,0,0,0,0,0.580881561,0.263352706,0.311570449,0,0,0.487946382,0,0,0
Gene5217,0,1.214486517,2.913744424,0,1.937991069,1.178106909,1.422161948,1.667059219,1.903352129,0,2.370174358,2.492563592,1.289832652,1.499138317,0,0,1.898048597,2.712774428
Gene5218,5.826799906,13.05573005,9.535890842,11.77087311,7.751964275,12.01669048,8.532971687,12.14571717,7.885315965,6.002442801,13.16763532,11.83967706,9.512515811,4.283252333,11.2227668,8.71534349,9.300438127,7.86704584
Gene5219,73.60168303,121.7522733,137.7406455,76.92128708,75.82390057,128.4136531,69.68593544,88.35413863,118.5516469,68.93127861,80.58592817,94.71741651,78.03487546,83.5234205,114.4234267,60.36969637,65.29287175,87.35133657
Gene5220,130.02964,109.0001649,107.278772,92.79827872,116.7639619,111.2132923,126.5724134,111.2166651,112.0258682,107.0758345,111.1348421,95.65212785,109.3133173,130.2108709,121.2546761,118.4011298,104.7722826,104.4418155
Gene5221,3.373410472,9.412270504,17.48246654,5.201083468,9.44770646,13.19479739,3.413188675,4.286723707,13.59537235,6.196069988,11.58751908,12.77438841,5.965476017,5.568228034,11.46673999,7.014788662,7.02277981,10.03726538
Gene5222,522.5719495,549.5551488,633.8718551,521.2033117,598.5969914,662.5673259,542.6969993,594.6638387,621.580424,534.991918,564.8915553,626.8797435,543.0195466,556.3944781,613.1046296,564.796772,595.417845,620.4115116
Gene5223,7.360168303,12.14486517,10.59543427,6.569789644,6.298470973,3.298699346,5.119783012,6.668236878,7.069593623,7.164205923,10.00740284,9.970254369,6.126705098,7.06736635,5.85535659,4.251387068,4.934926353,4.340439084
Gene5224,134.9364189,221.036546,267.7996011,173.5519431,212.9367687,250.2299076,180.330135,205.048284,247.1638694,164.9703634,216.7392774,200.9629396,160.5841652,208.8085513,206.1573466,140.2957732,157.1584239,203.7293595
Gene5225,0,0,0.264885857,0,1.211244418,0.471242764,0,0,0.815722341,0.193627187,0.263352706,0.311570449,0.322458163,0.214162617,0.731919574,0.212569353,0.379609719,0
Gene5226,16.86705236,16.6991896,27.5481291,12.31835558,12.59694195,17.67160364,6.82637735,9.764203999,15.77063193,6.776951549,16.85457321,11.83967706,14.18815918,13.70640747,18.29798934,7.014788662,7.971804108,11.3936526
Gene5227,1141.439434,1327.737384,1508.524954,1176.266087,1289.00631,1322.071574,1244.391704,1212.428355,1293.463726,1144.143049,1160.332025,1189.575974,1132.31184,1184.31927,1163.020203,1100.684112,1027.98312,1159.43979
Gene5228,1141.439434,1327.737384,1508.524954,1176.266087,1289.00631,1322.071574,1244.391704,1212.428355,1293.463726,1144.143049,1160.332025,1189.575974,1132.31184,1184.31927,1163.020203,1100.684112,1027.98312,1159.43979
Gene5229,1141.439434,1327.737384,1508.524954,1176.266087,1289.00631,1322.071574,1244.391704,1212.428355,1293.463726,1144.143049,1160.332025,1189.575974,1132.31184,1184.31927,1163.020203,1100.684112,1027.98312,1159.43979
Gene5230,4.29343151,14.27021657,20.13132511,9.854684465,15.26167967,18.37846779,14.79048426,16.19428956,17.13016916,6.389697175,10.27075555,12.46281796,14.02693009,34.90850652,21.95758721,14.87985474,11.38829158,14.92025935
Gene5231,0,2.125351404,2.913744424,0,1.211244418,1.413728291,0,0,0,1.161763123,1.843468945,0,0.322458163,0,2.439731912,0,0,1.085109771
Gene5232,26.06726274,36.73821713,60.12908947,29.29031216,31.25010598,42.41184874,35.26961631,35.24639492,53.83767452,25.17153433,33.44579372,28.97605176,35.47039794,31.91022988,40.25557656,24.658045,21.63775401,31.19690592
Gene5233,0,0,0.529771713,0,0,0,0,0,0,0,0.263352706,0.311570449,0,0,0.487946382,0.212569353,0,0.271277443
Gene5234,0.306673679,0,0.79465757,0,0,0.471242764,0.28443239,0.476302634,1.631444682,0,0.526705413,0.623140898,0.322458163,0.214162617,0.731919574,0.425138707,0,0
Gene5235,1.533368396,3.64345955,5.032831278,0,2.180239952,7.53988422,2.559891506,5.239328975,4.894334047,2.517153433,3.423585184,2.804134041,1.128603571,2.998276633,3.171651486,0,2.467463176,3.526606756
Gene5236,0.920021038,3.64345955,5.032831278,2.463671116,4.844977672,6.833020075,3.128756285,4.286723707,7.34150107,3.485289368,6.583817661,5.296697634,3.547039794,4.49741495,9.027008076,1.062846767,2.657268036,6.510658626
Gene5237,24.84056802,40.98891994,50.06342692,32.57520698,40.94006133,38.87752801,23.60788833,31.91227649,48.12761813,25.75241589,38.71284785,37.07688344,28.86000559,30.41109157,48.55066506,29.33457077,42.13667886,50.45760435
Gene5238,1.226694717,0,0,1.642447411,0,1.649349673,0.853297169,3.095967122,1.631444682,1.549017497,1.843468945,0,0,0,1.707812339,1.27541612,2.087853457,0
Gene5239,3.066736793,5.768810954,7.946575701,1.916188646,5.571724323,8.953612512,4.266485844,6.191934244,8.972945753,1.742644684,6.057112248,5.296697634,6.126705098,3.8549271,8.051115311,2.550832241,4.175706914,11.12237515
Gene5240,3.066736793,11.53762191,15.36337969,3.558636057,4.844977672,16.49349673,6.54194496,8.811598731,18.4897064,2.323526245,12.3775772,10.90496572,5.804246935,8.9948299,15.61428424,5.101664482,8.351413828,16.27664657
Gene5241,887.5136278,796.0959116,803.9285751,794.3970644,828.7334308,851.5356741,805.2280949,797.5687608,838.2906593,799.0994012,812.1797466,807.9021744,811.1435092,815.5312443,846.5869736,744.630445,796.4211914,842.0451823
Gene5242,0,1.518108146,7.946575701,0,0,1.884971055,0.568864779,0.714453951,5.166241494,0.193627187,1.843468945,1.557852245,0,0.64248785,5.367410207,0,0.569414579,3.526606756
Gene5243,4.29343151,11.53762191,18.01223826,9.03346076,14.7771819,16.9647395,14.50605187,15.24168429,15.49872448,5.615188426,8.690639312,9.347113471,13.54324285,33.62353082,18.54196253,14.45471603,10.62907214,13.56387214
Gene5244,12.57362085,11.23400028,9.006119128,9.307201995,15.50392855,14.84414706,17.06594337,15.00353297,12.77965001,9.681359356,9.744050138,10.90496572,12.57586836,13.49224485,10.97879361,12.3290225,13.6659499,16.27664657
Gene5245,0,0,0,0,0.242248884,0,0,0,0,0,0,0,0.161229082,0.214162617,0,0,0,0.542554886
Gene5246,0,0.910864887,0,0,0,0,0,0,0,0,0.263352706,0,0.161229082,0.64248785,0,0.212569353,0,0
Gene5247,2964.921131,2838.862233,2945.000955,2740.970988,2901.17263,2765.252538,2852.00357,2993.085753,2750.07192,2907.699469,2777.580995,2716.894316,2748.95584,2899.333505,2624.907565,2489.824836,2766.595635,2766.216084
Gene5248,3.373410472,5.465189325,15.36337969,4.106118527,2.906986603,11.30982633,4.266485844,2.619664488,8.157223412,3.678916555,5.267054129,7.789261226,2.418436223,4.711577567,4.147544251,1.700554827,1.898048597,4.611716527
Gene5249,3.373410472,4.857946066,12.97940698,3.832377292,8.720959809,11.54544771,5.973080181,7.382690829,8.429130859,3.098034994,7.110523074,5.919838532,4.353185201,7.7098542,9.75892765,3.613679008,7.402389529,8.409600726
Gene5250,0.306673679,0.303621629,0,0,0,0.235621382,0.28443239,0,0,0,0,0.934711347,0.161229082,0,0,0,0,0.271277443
Gene5251,3.373410472,4.554324437,18.01223826,2.189929881,2.906986603,8.953612512,3.982053454,3.334118439,11.42011278,4.453425304,5.530406835,4.985127185,2.09597806,4.711577567,3.415624677,0.212569353,0.949024299,2.441496985
Gene5252,1.226694717,3.64345955,3.973287851,2.189929881,4.118231021,4.94804902,4.835350623,3.572269756,3.806704259,1.549017497,2.106821651,2.492563592,4.836872446,3.8549271,4.391517442,2.125693534,3.226682615,6.239381184
Gene5253,0,0,1.58931514,2.463671116,2.66473772,3.063077965,1.706594337,2.381513171,1.903352129,3.485289368,1.843468945,2.180993143,4.19195612,4.711577567,2.927678295,3.401109655,2.277658317,1.898942099
Gene5254,6.440147265,3.64345955,13.24429284,7.664754584,4.602728788,6.833020075,5.119783012,4.286723707,10.60439044,12.0048856,9.217344725,6.54297943,3.869497957,3.8549271,11.2227668,7.014788662,4.175706914,7.053213512
Gene5255,287.0465638,356.7554143,382.4951771,319.1822802,330.1852283,353.6676942,339.3278408,366.0385743,389.6433716,305.3500741,331.2977047,342.4159235,325.0378284,353.3683175,350.833449,322.8928478,347.9123079,374.362871
Gene5256,1.533368396,1.214486517,0.264885857,0.821223705,1.695742185,2.591835201,0.568864779,1.905210536,0.815722341,0.193627187,1.316763532,0,1.612290815,3.640764483,1.707812339,0.850277414,0.949024299,1.356387214
Gene5257,21.16048387,39.47081179,49.26876935,24.63671116,46.51178565,49.71611158,31.57199524,41.9146318,64.98587985,22.26712652,47.93019257,55.45953993,30.95598365,56.5389308,48.06271868,32.09797236,41.946874,60.22359229
Gene5258,297.7801426,374.972712,409.2486486,333.6905656,345.6891569,380.2929104,352.4117307,387.9484955,417.3779312,310.7716353,348.1522779,366.4068481,339.5484457,371.5721399,370.3513043,332.4584687,363.0966967,400.1342281
Gene5259,133.0963768,151.8108146,179.0628391,139.6080299,128.8764061,176.0091723,150.7491665,142.6526389,176.1960257,127.6003163,155.6414495,137.0909976,146.7184642,129.1400579,157.3627084,129.0295975,140.0759865,145.6759868
Gene5260,1.226694717,0,0,1.642447411,0,1.649349673,0.853297169,3.095967122,1.631444682,1.549017497,1.843468945,0,0,0,1.707812339,1.27541612,2.087853457,0
Gene5261,368.3150888,401.0841721,444.7433534,404.5895455,378.3927562,429.0665364,407.5916143,428.910522,397.5286876,408.746992,391.3421218,411.2729927,362.4429753,377.3545306,416.2182643,388.576778,408.4600581,445.7088385
Gene5262,435.7832982,527.9980131,528.1823983,460.98024,479.4105406,543.3429066,463.624795,521.5513844,538.9205601,481.16356,501.4235531,499.7590003,523.8332859,459.1646501,496.241471,489.7597903,480.3961,486.1291774
Gene5263,37.41418887,58.59897443,58.01000262,53.10579962,42.39355463,64.32463725,45.79361472,53.58404634,56.82865643,39.49994617,45.0333128,45.48928556,50.78716068,45.83079997,53.67410207,53.78004641,53.14536072,52.89910134
Gene5264,17.17372604,13.66297331,18.80689583,19.98311017,18.65316404,27.80332306,20.47913205,18.81395405,23.92785534,16.4583109,20.80486381,16.20166335,23.70067499,20.98793643,21.95758721,17.85582569,19.36009569,18.71814355
Gene5265,15.94703132,23.9861087,29.66721595,22.44678128,29.31211492,34.63634314,21.901294,31.91227649,33.71652343,27.49506057,24.22844899,22.43307233,31.76212906,35.55099437,35.86405911,23.59519823,27.71150952,36.35117733
Gene5266,0,6.376054212,9.535890842,5.201083468,4.602728788,6.361777311,4.835350623,7.620842146,7.34150107,0,8.427286606,10.28182482,0,5.354065417,8.295088502,4.251387068,0,9.223433054
Gene5267,0.613347359,0.303621629,0,0.54748247,0,0,0,0.476302634,0,0.968135936,0,0.934711347,0,0,1.219865956,0.212569353,0,0
Gene5268,2.760063113,4.250702808,0,0.273741235,2.180239952,1.178106909,0.853297169,0.952605268,4.078611706,0.774508748,1.580116239,1.869422694,1.773519897,1.2849757,2.195758721,0.63770806,1.138829158,0
Gene5269,0,0,0,0.273741235,0,0.471242764,0,0,0,0,0,0.311570449,0,0,0.243973191,0,0,0
Gene5270,585.4400537,558.6637976,492.4228076,600.5882699,567.5891343,482.3169687,569.4336439,570.6105557,497.5906281,606.6339772,544.6133969,536.2127428,611.058219,567.5309342,497.2173638,565.8596188,602.061015,552.3208735
Gene5271,3.066736793,5.768810954,7.946575701,1.916188646,5.571724323,8.953612512,4.266485844,6.191934244,8.972945753,1.742644684,6.057112248,5.296697634,6.126705098,3.8549271,8.051115311,2.550832241,4.175706914,11.12237515
Gene5272,1.533368396,1.214486517,0.264885857,0.821223705,1.937991069,2.591835201,0.568864779,1.905210536,0.815722341,0.193627187,1.316763532,0,1.612290815,3.640764483,1.707812339,0.850277414,0.949024299,1.356387214
Gene5273,29.13399953,37.95270364,54.30160063,34.49139563,46.02728788,45.4749267,29.01210374,38.58051336,66.88923198,24.78427995,47.66683986,39.25787658,40.30727038,31.48190465,44.647094,22.31978211,25.05424148,49.64377203
Gene5274,300.8468794,380.741523,412.4272789,335.8804955,351.5031301,385.7122021,352.1272983,393.6641271,424.1756174,310.5780081,350.5224523,372.638257,341.9668819,375.2129044,373.0350094,334.1590236,366.8927938,405.5597769
Gene5275,300.8468794,380.741523,412.4272789,335.8804955,351.5031301,385.7122021,352.1272983,393.6641271,424.1756174,310.5780081,350.5224523,372.638257,341.9668819,375.2129044,373.0350094,334.1590236,366.8927938,405.5597769
Gene5276,1459.153366,1468.921442,1425.085909,1448.912358,1505.334563,1398.648523,1597.941165,1566.559364,1514.252573,1600.715956,1486.889381,1424.500093,1477.503303,1461.659859,1428.707008,1564.72301,1606.128723,1515.89835
Gene5277,0,0.303621629,0,0,0.242248884,0.235621382,0,0,0,0,0,0,0,0,0,0,0.18980486,0
Gene5278,0,0.303621629,0,0,0.242248884,0.235621382,0,0,0,0,0,0,0,0,0,0,0.18980486,0
Gene5279,46.00105189,53.74102836,42.38173707,54.74824703,62.25796308,55.60664613,64.28172004,62.15749375,51.66241494,59.44354644,57.67424271,54.21325813,58.36492752,56.11060557,51.96628974,61.00740443,80.0976508,57.23954042
Gene5280,174.1906498,183.6910856,203.6972238,163.4235174,183.3824049,206.8755733,180.8989998,184.5672707,196.3171768,180.073284,186.4537162,206.8827782,177.5132188,194.6738186,193.7147139,166.6543731,189.0456403,193.6920941
Gene5281,3.680084151,5.768810954,5.297717134,7.938495819,8.236462042,4.712427638,4.550918233,5.953782927,3.262889365,3.098034994,3.160232477,3.738845388,10.4798903,7.281528967,4.635490634,4.463956422,5.124731213,5.968103741
Gene5282,0,0,0.264885857,0.273741235,0.968995534,0,0.28443239,0,1.087629788,0,0,0,0.322458163,0.428325233,0.731919574,0.63770806,0,0.542554886
Gene5283,0,0,0,0,0,0,0.568864779,0,0,0,0,0,0,0,0,0,0,0
Gene5284,115.9226508,135.111625,187.2743007,105.6641168,115.0682197,167.7624239,118.3238741,133.1265862,182.449897,121.7915007,128.5161207,127.7438841,115.6012515,118.6460896,146.3839147,109.6857864,128.3080852,141.3355477
Gene5285,0.613347359,0.910864887,4.503059564,0,0.726746651,2.356213819,0,0.238151317,1.903352129,0.193627187,0.790058119,1.246281796,0,0.214162617,2.683705104,0,0.18980486,1.356387214
Gene5286,8.58686302,6.983297471,5.032831278,6.569789644,8.720959809,5.654913165,6.25751257,5.953782927,4.6224266,9.100477794,5.530406835,4.985127185,6.449163261,5.78239065,4.391517442,7.014788662,4.365511774,5.154271413
Gene5287,4.600105189,13.66297331,22.25041196,10.1284257,15.01943078,19.79219608,15.64378143,17.14689483,16.04253938,6.583324362,10.53410826,11.21653617,15.15553366,34.05185605,22.68950679,14.02957732,11.38829158,14.64898191
Gene5288,300.8468794,380.741523,412.4272789,335.8804955,351.5031301,385.7122021,352.1272983,393.6641271,424.1756174,310.5780081,350.5224523,372.638257,341.9668819,375.2129044,373.0350094,334.1590236,366.8927938,405.5597769
Gene5289,71.45496727,60.4207042,40.52753608,79.65869943,45.54279012,34.87196452,79.92550147,73.82690829,56.28484154,75.51460298,56.09412647,64.49508295,74.64906475,69.81701304,55.13794122,78.86323011,81.9956994,52.89910134
Gene5290,115.0026297,105.3567053,125.2910102,111.1389415,115.5527175,126.5286821,95.00041812,122.1716257,112.0258682,107.656716,131.1496478,121.5124751,104.3152158,107.295471,124.9142739,116.9131444,105.7213069,123.7025139
Gene5291,0,1.214486517,1.324429284,0,0,0.706864146,0,0,0.543814894,0,0.790058119,0,0,0.214162617,0.487946382,0,0,0.542554886
Gene5292,20.24046283,41.89978482,44.50082393,33.12268945,33.67259482,40.76249907,27.58994179,40.00942127,57.64437878,24.39702558,35.28926266,33.33803805,24.02313315,25.91367662,38.79173741,19.34381116,37.01194765,51.81399157
Gene5293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271277443
Gene5294,5.520126227,5.465189325,16.95269483,5.201083468,5.813973206,10.83858357,2.559891506,5.715631609,11.14820533,3.872543742,7.37387578,10.28182482,6.610392343,3.21243925,8.051115311,3.188540301,1.518438878,7.053213512
Gene5295,0,0,0,0,0,0,0,0,0,0,0.263352706,0,0,0,0,0,0,0
Gene5296,370.7684782,456.3433086,500.6342692,401.578392,460.2728788,445.5600331,392.2322652,402.2375745,424.4475249,365.7617565,383.7048933,387.9052091,415.164885,405.4098334,364.7399209,361.1553314,341.6487475,445.437561
Gene5297,11.65359981,4.857946066,3.443516137,10.1284257,11.62794641,4.476806256,10.23956602,18.0995001,4.350519153,16.65193809,4.476996009,4.361986287,9.028828566,10.92229345,4.635490634,14.66728539,8.731023547,12.20748492
Gene5298,13.80031557,18.52091938,23.04506953,20.2568514,14.29268413,17.43598226,15.64378143,18.81395405,13.8672798,19.74997309,15.80116239,23.36778368,14.34938826,17.13300933,21.71361402,23.38262887,20.30911999,14.92025935
Gene5299,262.5126695,285.1007098,312.5653109,290.4394505,300.8731134,309.3708744,277.3215798,322.6950346,303.4487109,281.7275573,309.4394301,310.0125968,277.6364784,282.0521662,294.9635882,301.8484818,320.7702129,303.5594585
Gene5300,1528.154944,1601.300472,1599.645689,1505.029311,1513.086527,1589.501842,1609.31846,1584.182561,1576.791285,1539.917019,1536.663042,1472.170372,1488.789339,1575.166046,1513.853652,1403.595441,1396.963768,1512.914298
Gene5301,6.440147265,20.64627078,22.78018368,14.23454423,11.8701953,18.61408917,11.37729558,12.14571717,22.84022555,8.132341859,15.80116239,16.5132338,14.18815918,16.91884672,19.5178553,12.3290225,11.7679013,16.54792401
Gene5302,0,0,0,0,0,0,0,0,0,0,0.263352706,0,0,0,0,0,0,0
Gene5303,232.1519752,210.7134106,204.2269955,224.7415541,197.1905912,194.6232614,207.351212,216.0032446,196.0452693,181.4286743,198.3045879,165.7554789,187.9931091,210.7360148,199.0821241,188.3364471,183.5412994,182.2984415
Gene5304,347.1546049,385.2958474,348.0600157,391.7237075,398.9839113,372.5174048,358.3848109,417.2411075,386.1085748,388.8033917,376.5943702,351.763037,388.2396283,384.2077343,356.2008592,370.2958136,402.0066929,380.6022522
Gene5305,347.1546049,385.2958474,348.0600157,391.7237075,398.9839113,372.5174048,358.3848109,417.2411075,386.1085748,388.8033917,376.5943702,351.763037,388.2396283,384.2077343,356.2008592,370.2958136,402.0066929,380.6022522
Gene5306,11.96027349,12.14486517,8.211461558,14.50828546,10.17445311,10.60296218,12.79945753,16.43244088,8.157223412,9.487732169,10.53410826,5.919838532,11.44726479,14.56305793,6.587276164,8.502774136,7.592194389,10.03726538
Gene5307,666.4019051,701.3659633,755.7193492,650.1354335,677.0856297,723.122021,644.8082271,686.5902471,734.9658294,670.530949,713.4224817,757.1161912,697.6382358,682.5362593,707.0343082,697.2274792,736.2530509,731.6352631
Gene5308,0,0,0,0,0,0,0,0,0,0,0,0,0.161229082,0,0,0,0,0
Gene5309,183.3908602,185.5128154,202.3727945,183.95411,204.9425555,246.4599655,197.6805107,202.1904682,205.0182151,172.3281965,171.1792592,190.6811148,206.6956825,213.7342914,190.7870356,180.8965198,202.901395,218.9208963
Gene5310,133.0963768,151.8108146,179.0628391,139.6080299,128.8764061,176.0091723,150.7491665,142.6526389,176.1960257,127.6003163,155.6414495,137.0909976,146.7184642,129.1400579,157.3627084,129.0295975,140.0759865,145.6759868
Gene5311,0,0.303621629,0.529771713,0,0,0.235621382,0.28443239,0.238151317,0.543814894,0.193627187,0,0,0,0.214162617,0.243973191,0,0,0.271277443
Gene5312,0.613347359,0.303621629,0,0,0.484497767,1.178106909,0,0.238151317,0.543814894,0,0.526705413,0,0,0,0.731919574,0,0,0.542554886
Gene5313,0,0,0,0.273741235,0,0,0.28443239,0.238151317,0,0.193627187,0,0.311570449,0,0.214162617,0.243973191,0.63770806,0.18980486,0.271277443
Gene5314,10.73357877,17.91367612,17.21758069,20.80433387,18.41091515,19.79219608,17.63480815,15.71798693,28.00646705,14.90929341,18.43468945,19.94050874,16.44536632,19.06047288,21.22566764,21.8946434,27.71150952,23.32986008
Gene5315,0,0,0,0,0,0.471242764,0,0,0,0,0.263352706,0,0.161229082,0.428325233,0.487946382,0,0,0
Gene5316,0,0,0.529771713,0,0,0,0.28443239,0,0,0,0.526705413,0,0,0,0,0.212569353,0,0
Gene5317,42.32096774,27.02232499,43.4412805,30.93275957,33.9148437,48.30238329,34.41631914,35.72269756,35.07606067,33.88475775,34.23585184,32.09175625,40.79095763,32.76688035,39.27968379,23.80776758,34.73428933,33.6384029
Gene5318,26.6806101,25.80783848,24.89927053,27.10038228,43.36255016,33.22261485,30.71869807,38.34236205,30.18172662,20.52448183,28.705445,24.92563592,43.37062293,40.69089717,18.54196253,18.28096439,35.49350877,33.90968035
Gene5319,0,0,0,0,0,0,0,0.238151317,0,0,0,0,0.161229082,0.214162617,0,0,0,0.542554886
Gene5320,0.920021038,0.910864887,0,0.54748247,0.484497767,3.298699346,0,0.238151317,2.719074471,0.580881561,1.843468945,1.557852245,0.644916326,1.2849757,2.683705104,0.63770806,1.138829158,1.898942099
Gene5321,0.920021038,2.732594662,6.622146418,0,1.453493302,3.76994211,0.568864779,1.667059219,1.903352129,0,2.633527064,1.869422694,1.451061734,1.92746355,7.563168929,0.63770806,2.087853457,1.898942099
Gene5322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18980486,0
Gene5323,0,0,0,0,0,0,0.568864779,0,0,0,0,0,0,0.214162617,0.243973191,0,0,0
Gene5324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487946382,0,0,0
