CJ001,CJ002,CJ003,CJ004,CJ005,CJ006,CJ007,CJ008,CJ009,CJ010,CJ011,CJ012,CJ013,CJ014,CJ015,CJ016,CJ017,CJ018
96.29585509,89.55063425,90.95195981,76.11059025,81.16827178,84.9083008,80.49964949,85.91872785,75.95213419,82.1275321,80.0567867,72.25365071,75.73093864,79.04389354,61.38848349,58.06829541,71.75893661,70.96993592
96.29585509,89.55063425,90.95195981,76.11059025,81.16827178,84.9083008,80.49964949,85.91872785,75.95213419,82.1275321,80.0567867,72.25365071,75.73093864,79.04389354,61.38848349,58.06829541,71.75893661,70.96993592
0.160403978,0.167280139,0.25222396,0.094960187,0.127623069,0.396561862,0.097812454,0,0.391758268,0,0.279755807,0.156167833,0,0.113514447,0.123187592,0.248155109,0.169482609,0.229527606
4.598247383,5.297204392,2.320460428,5.317770498,4.381725363,3.877493757,4.401560422,3.101912529,2.693338092,5.011851023,4.709222747,2.915132882,4.902039427,5.108150133,3.202877399,2.304297437,3.593031309,2.708425756
156.768155,153.2843671,167.3253748,141.6331196,146.5538241,154.967563,150.9246162,157.9000953,146.0768641,145.0429686,150.508624,143.3100147,143.7745882,152.1850358,143.3082324,140.7393973,149.2802819,146.7599516
0.106935986,0,0,0.142440281,0,0.176249716,0,0.254951715,0,0.03341234,0,0.156167833,0.055704993,0,0,0,0,0
17.59096964,14.77641225,14.88121361,13.00954568,15.86780156,17.05216005,16.04124243,17.59166831,16.11105877,12.26232884,10.8638505,9.682405643,12.47791854,16.08121338,11.66175874,10.84792332,15.05005567,14.59795577
0,0.055760046,0,0,0,0,0,0.042491952,0,0,0,0,0,0,0,0,0,0
2.780335627,2.50920208,2.824908347,2.231564405,2.807707514,3.084370034,1.222655673,2.846960814,2.644368308,2.038152749,2.144794518,1.665790218,1.838264785,2.61083229,2.340564253,1.70163503,1.999894785,2.249370543
0.053467993,0,0,0,0,0,0,0.042491952,0,0,0,0,0,0,0,0.07090146,0,0
0,0.055760046,0,0.094960187,0,0,0.097812454,0,0.048969783,0,0,0,0,0,0.082125062,0,0,0
50.31338125,66.91205548,72.53961076,49.37929748,57.43038098,70.58801135,55.16622395,55.32452209,61.9957459,51.98960128,57.21006248,53.98201425,48.99254177,54.6761255,52.39578925,41.47735386,52.67519485,53.84717648
50.31338125,66.91205548,72.53961076,49.37929748,57.43038098,70.58801135,55.16622395,55.32452209,61.9957459,51.98960128,57.21006248,53.98201425,48.99254177,54.6761255,52.39578925,41.47735386,52.67519485,53.84717648
0,0.055760046,0,0.047480094,0.085082046,0,0,0.084983905,0,0,0,0.052055944,0.027852497,0,0.041062531,0,0,0
0,0,0,0,0.085082046,0,0.048906227,0.084983905,0,0.03341234,0,0,0.027852497,0,0,0.03545073,0,0
